ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10691,ECON,2020,113,Discussion,"3","Xin Xue","Th 7:00PM - 7:50PM","New Cabell Hall 107","Principles of Economics: Macroeconomics","",Open,21,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10692,ECON,2020,114,Discussion,"3","Pingyu He","Mo 7:00PM - 7:50PM","Wilson Hall 216","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10693,ECON,2020,115,Discussion,"3","William Johnson","Fr 2:00PM - 2:50PM","Bryan Hall 235","Principles of Economics: Macroeconomics","",Open,22,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10694,ECON,2020,116,Discussion,"3","Thang Nguyen","Th 7:00PM - 7:50PM","Monroe Hall 124","Principles of Economics: Macroeconomics","",Open,6,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10695,ECON,2020,117,Discussion,"3","Myunghwan Yoo","Th 7:00PM - 7:50PM","Physics Bldg 210","Principles of Economics: Macroeconomics","",Closed,24,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10696,ECON,2020,118,Discussion,"3","Elliott Isaac","Mo 5:00PM - 5:50PM","Chemistry Bldg 305","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10697,ECON,2020,119,Discussion,"3","Benjamin Hamilton","Mo 8:00PM - 8:50PM","Monroe Hall 114","Principles of Economics: Macroeconomics","",Open,19,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10698,ECON,2020,120,Discussion,"3","Yu Wang","Tu 8:30AM - 9:20AM","Monroe Hall 110","Principles of Economics: Macroeconomics","",Open,19,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10699,ECON,2020,122,Discussion,"3","Abiy Teshome","Mo 8:00AM - 8:50AM","Wilson Hall 235","Principles of Economics: Macroeconomics","",Open,5,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10700,ECON,2020,123,Discussion,"3","Wenqiang Cai","Mo 5:00PM - 5:50PM","New Cabell Hall 168","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10701,ECON,2020,124,Discussion,"3","Benjamin Leyden","Mo 8:00AM - 8:50AM","Wilson Hall 215","Principles of Economics: Macroeconomics","",Open,7,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10702,ECON,2020,125,Discussion,"3","Abiy Teshome","Mo 5:00PM - 5:50PM","Chemistry Bldg 411","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10703,ECON,2020,126,Discussion,"3","Michelle Zagardo","Mo 6:00PM - 6:50PM","Monroe Hall 114","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10704,ECON,2020,127,Discussion,"3","Wenqiang Cai","Mo 4:00PM - 4:50PM","Monroe Hall 124","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10705,ECON,2020,128,Discussion,"3","Benjamin Leyden","Mo 7:00PM - 7:50PM","Monroe Hall 118","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10706,ECON,2020,129,Discussion,"3","Xin Xue","Th 5:00PM - 5:50PM","Monroe Hall 114","Principles of Economics: Macroeconomics","",Open,21,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10707,ECON,2020,130,Discussion,"3","William Johnson","Fr 3:00PM - 3:50PM","Bryan Hall 235","Principles of Economics: Macroeconomics","",Open,20,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10708,ECON,2020,131,Discussion,"3","Yubo Liu","Fr 2:00PM - 2:50PM","Wilson Hall 215","Principles of Economics: Macroeconomics","",Open,19,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10709,ECON,2020,132,Discussion,"3","Reid Kelley","Mo 6:30PM - 7:20PM","Cocke Hall 115","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10672,ECON,2020,133,Discussion,"3","Pingyu He","Mo 5:00PM - 5:50PM","Chemistry Bldg 303","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10673,ECON,2020,134,Discussion,"3","Gang Zhang","Mo 7:00PM - 7:50PM","Monroe Hall 134","Principles of Economics: Macroeconomics","",Open,22,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10674,ECON,2020,135,Discussion,"3","Reid Kelley","Mo 4:00PM - 4:50PM","Chemistry Bldg 262","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10675,ECON,2020,136,Discussion,"3","Michelle Zagardo","Mo 5:00PM - 5:50PM","Wilson Hall 216","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10676,ECON,2020,137,Discussion,"3","Benjamin Hamilton","Mo 7:00PM - 7:50PM","Monroe Hall 116","Principles of Economics: Macroeconomics","",Open,21,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10677,ECON,2020,138,Discussion,"3","Benjamin Leyden","Mo 6:00PM - 6:50PM","Monroe Hall 124","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10678,ECON,2020,139,Discussion,"3","Myunghwan Yoo","Fr 2:00PM - 2:50PM","Wilson Hall 216","Principles of Economics: Macroeconomics","",Open,20,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10710,ECON,2020,141,Discussion,"3","Myunghwan Yoo","Th 6:00PM - 6:50PM","Monroe Hall 118","Principles of Economics: Macroeconomics","",Open,21,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10711,ECON,2020,142,Discussion,"3","Wenqiang Cai","Mo 8:00AM - 8:50AM","Monroe Hall 114","Principles of Economics: Macroeconomics","",Open,16,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10712,ECON,2020,143,Discussion,"3","Gang Zhang","Tu 8:30AM - 9:20AM","Wilson Hall 235","Principles of Economics: Macroeconomics","",Open,19,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10713,ECON,2020,144,Discussion,"3","Ismail Baydur","Th 7:00PM - 7:50PM","Monroe Hall 114","Principles of Economics: Macroeconomics","",Open,7,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10714,ECON,2020,145,Discussion,"3","Elliott Isaac","Mo 7:00PM - 7:50PM","Wilson Hall 235","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10715,ECON,2020,146,Discussion,"3","Ismail Baydur","Mo 7:00PM - 7:50PM","Wilson Hall 215","Principles of Economics: Macroeconomics","",Open,10,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10716,ECON,2020,147,Discussion,"3","Xin Xue","Th 6:00PM - 6:50PM","Monroe Hall 114","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10717,ECON,2020,148,Discussion,"3","Pingyu He","Mo 4:00PM - 4:50PM","Chemistry Bldg 411","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10718,ECON,2020,149,Discussion,"3","Yu Wang","Fr 12:00PM - 12:50PM","Maury Hall 113","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10719,ECON,2020,150,Discussion,"3","William Johnson","Fr 12:00PM - 12:50PM","Chemistry Bldg 305","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10721,ECON,2020,151,Discussion,"3","Michelle Zagardo","Mo 7:00PM - 7:50PM","Monroe Hall 114","Principles of Economics: Macroeconomics","",Open,22,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
15377,ECON,2020,152,Discussion,"3","Aaron Phipps","Mo 1:00PM - 1:50PM","Monroe Hall 124","Principles of Economics: Macroeconomics","",Closed,23,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
21674,ECON,2020,153,Discussion,"3","Mary Brewbaker","Tu 8:30AM - 9:20AM","New Cabell Hall 207","Principles of Economics: Macroeconomics","",Open,17,23,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
16200,ECON,2050,001,Lecture,"3","John James","TuTh 2:00PM - 3:15PM","Monroe Hall 116","European Economic History","",Closed,50,50,3,"""Examines European economic development from 1000 AD to World War II, including the economic institutions of feudalism, the middle ages, the modern era, and the early twentieth century."""
10724,ECON,3010,100,Lecture,"4","Spencer Phillips","MoWe 3:30PM - 4:45PM","Physics Bldg 203","Intermediate Microeconomics","",Closed,206,175,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
10725,ECON,3010,101,Discussion,"4","Thang Nguyen","Fr 1:00PM - 1:50PM","Chemistry Bldg 411","Intermediate Microeconomics","",Open,15,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
10728,ECON,3010,104,Discussion,"4","Thang Nguyen","Th 5:00PM - 5:50PM","Monroe Hall 110","Intermediate Microeconomics","",Closed,27,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
10729,ECON,3010,105,Discussion,"4","Derek Anderson","Th 6:00PM - 6:50PM","Monroe Hall 110","Intermediate Microeconomics","",Closed,30,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
10730,ECON,3010,106,Discussion,"4","Derek Anderson","Th 7:00PM - 7:50PM","Monroe Hall 118","Intermediate Microeconomics","",Closed,26,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
11823,ECON,3010,107,Discussion,"4","Daniel Savelle","Fr 1:00PM - 1:50PM","Chemistry Bldg 262","Intermediate Microeconomics","",Closed,25,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
11824,ECON,3010,108,Discussion,"4","Daniel Savelle","Fr 12:00PM - 12:50PM","Chemistry Bldg 262","Intermediate Microeconomics","",Closed,23,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
11825,ECON,3010,109,Discussion,"4","Daniel Savelle","Fr 11:00AM - 11:50AM","Chemistry Bldg 262","Intermediate Microeconomics","",Open,21,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
11826,ECON,3010,110,Discussion,"4","Jun Ki Baek","Fr 10:00AM - 10:50AM","Chemistry Bldg 262","Intermediate Microeconomics","",Open,19,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
14541,ECON,3010,111,Discussion,"4","Jun Ki Baek","Fr 11:00AM - 11:50AM","Chemistry Bldg 305","Intermediate Microeconomics","",Open,20,23,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
10736,ECON,3010,300,Lecture,"4","David Mills","TuTh 12:30PM - 1:45PM","Monroe Hall 130","Intermediate Microeconomics","",Closed,94,85,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
10734,ECON,3010,301,Discussion,"4","Di Zhang, Yixuan Shi","Mo 6:00PM - 6:50PM","Wilson Hall 216","Intermediate Microeconomics","",Closed,31,30,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
10733,ECON,3010,302,Discussion,"4","Di Zhang, Yixuan Shi","Mo 8:00PM - 8:50PM","Monroe Hall 118","Intermediate Microeconomics","",Closed,33,30,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
10735,ECON,3010,303,Discussion,"4","Di Zhang, Yixuan Shi","Mo 7:00PM - 7:50PM","Monroe Hall 110","Intermediate Microeconomics","",Closed,30,30,0,"Studies the theory of prices and markets; includes an analysis of the forces determining the allocation of economic resources in a market economy.  Prerequisite: ECON 2010 and one semester of calculus."
19949,ECON,3020,001,Lecture,"3","Xiaohui Huang","MoWeFr 10:00AM - 10:50AM","Monroe Hall 111","Intermediate Macroeconomics","",Closed,37,30,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level.  Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
14604,ECON,3020,002,Lecture,"3","Jieran Wu","MoWeFr 10:00AM - 10:50AM","Monroe Hall 134","Intermediate Macroeconomics","",Closed,32,30,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level.  Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
10737,ECON,3020,003,Lecture,"3","Bingbing Dong","MoWeFr 9:00AM - 9:50AM","Monroe Hall 118","Intermediate Macroeconomics","",Closed,30,30,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level.  Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
15048,ECON,3020,004,Lecture,"3","Elias Yannopoulos","MoWeFr 1:00PM - 1:50PM","Monroe Hall 118","Intermediate Macroeconomics","",Closed,36,30,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level.  Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
19950,ECON,3020,005,Lecture,"3","Raju Huidrom","MoWeFr 9:00AM - 9:50AM","Monroe Hall 110","Intermediate Macroeconomics","",Closed,32,30,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level.  Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
10738,ECON,3020,100,Lecture,"3","Latchezar Popov","MoWe 12:00PM - 12:50PM","Monroe Hall 130","Intermediate Macroeconomics","",Closed,86,85,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level.  Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
10739,ECON,3020,101,Discussion,"3","Kuan Liu","Th 6:00PM - 6:50PM","Monroe Hall 124","Intermediate Macroeconomics","",Closed,32,30,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level.  Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
10740,ECON,3020,102,Discussion,"3","Kuan Liu","Th 5:00PM - 5:50PM","Monroe Hall 111","Intermediate Macroeconomics","",Closed,32,30,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level.  Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
10741,ECON,3020,103,Discussion,"3","Kuan Liu","Th 7:00PM - 7:50PM","Monroe Hall 110","Intermediate Macroeconomics","",Open,22,30,0,"Studies macroeconomic theory and policy; includes an analysis of the forces determining employment, income, and the price level.  Prerequisite: ECON 2020 and 3010 or 3110, or instructor permission."
16037,ECON,3030,001,Lecture,"3","Hernan Moscoso Boedo","TuTh 12:30PM - 1:45PM","Monroe Hall 124","Money and Banking","",Closed,67,65,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory.  Prerequisite: ECON 2020."
16038,ECON,3030,002,Lecture,"3","Hernan Moscoso Boedo","TuTh 11:00AM - 12:15PM","Monroe Hall 124","Money and Banking","",Closed,66,65,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory.  Prerequisite: ECON 2020."
16039,ECON,3030,100,Discussion,"3","Xiuchang Yang","Fr 10:00AM - 10:50AM","Chemistry Bldg 305","Money and Banking","",Closed,20,22,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory.  Prerequisite: ECON 2020."
16040,ECON,3030,101,Discussion,"3","Xiuchang Yang","Fr 11:00AM - 11:50AM","Chemistry Bldg 411","Money and Banking","",Closed,22,22,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory.  Prerequisite: ECON 2020."
16041,ECON,3030,102,Discussion,"3","Xiuchang Yang","Fr 12:00PM - 12:50PM","Chemistry Bldg 260","Money and Banking","",Closed,23,22,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory.  Prerequisite: ECON 2020."
16042,ECON,3030,103,Discussion,"3","Jeffrey Schafer","Fr 1:00PM - 1:50PM","Maury Hall 113","Money and Banking","",Closed,23,22,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory.  Prerequisite: ECON 2020."
16043,ECON,3030,104,Discussion,"3","Jeffrey Schafer","Fr 2:00PM - 2:50PM","Monroe Hall 114","Money and Banking","",Closed,23,22,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory.  Prerequisite: ECON 2020."
16044,ECON,3030,105,Discussion,"3","Jeffrey Schafer","Fr 3:00PM - 3:50PM","Monroe Hall 114","Money and Banking","",Closed,22,22,0,"Studies the role of money in the economic system, with emphasis on monetary policy and theory.  Prerequisite: ECON 2020."
19952,ECON,3050,001,Lecture,"3","Edgar Olsen","TuTh 9:30AM - 10:45AM","Maury Hall 110","The Economics of Welfare Reform","",Closed,32,30,0,"Analyzes the major government programs intended to help people with low incomes. Particularly concerned with whether programs have effects that are consistent with their justifications and how they can be redesigned to better achieve their goals.  Prerequisite: ECON 2010."
19953,ECON,3050,002,Lecture,"3","Edgar Olsen","TuTh 12:30PM - 1:45PM","Monroe Hall 110","The Economics of Welfare Reform","",Closed,31,30,0,"Analyzes the major government programs intended to help people with low incomes. Particularly concerned with whether programs have effects that are consistent with their justifications and how they can be redesigned to better achieve their goals.  Prerequisite: ECON 2010."
10744,ECON,3720,100,Lecture,"4","James Harrigan","TuTh 9:30AM - 10:45AM","Monroe Hall 130","Introduction to Econometrics","",Closed,81,80,0,"Guides students in the use and interpretation of economic data, focusing on the most common issues that arise in using economic data, and the methodology for solving these problems.    Prerequisite: STAT 2120, STAT 3120, APMA 3110,  or APMA 3120"
