ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
17897,ECE,3103,001,Lecture,"3","Andreas Beling","MoWeFr 1:00PM - 1:50PM","Thornton Hall E304","Solid State Devices","",Open,0,48,0,"Analyzes the basics of band theory and atomic structure; charge-transport in solids; current voltage characteristics of semiconductor devices, including p-n junction diodes, bipolar transistors, Schottky diodes, and insulated-gate field-effect transistors; electron emission; and superconductive devices. Prerequisite: ECE 2630."
17877,ECE,3209,001,Studio,"4","Robert Weikle","MoWe 2:00PM - 4:45PM","Thornton Hall A120","Electromagnetic Fields","",Open,0,65,0,"Analyzes the basic laws of electromagnetic theory, beginning with static electric and magnetic fields, and concluding with dynamic E&M fields; plane wave propagation in various media; Maxwell's Laws in differential and integral form; electrical properties of matter; transmission lines, waveguides, and elementary antennas. Prerequisite: APMA 2130, ECE 2630"
17878,ECE,3430,001,Studio,"4","Todd Delong","MoWeFr 9:00AM - 10:50AM","Thornton Hall A120","Introduction to Embedded Computer Systems","",Open,0,65,0,"An embedded computer is designed to efficiently and (semi-) autonomously perform a small number of tasks, interacting directly with its physical environment. This lab-based course explores architecture and interface issues relating to the design, evaluation and implementation of embedded systems . Topics include hardware and software organization, power management, digital and analog I/O devices, memory systems, timing and interrupts. Prerequisite: ECE 2660, CS 2110"
16830,ECE,3660,001,Lecture,"4","Steven Bowers","TuTh 11:00AM - 12:15PM","Thornton Hall D222","Microelectronic Circuits","",Open,0,36,0,"Construction of electronic circuit design to specifications. Focuses on computer simulation, construction, and testing of designed circuits in the laboratory to verify predicted performance. Includes differential amplifiers, feedback amplifiers, multivibrators, and digital circuits. Three lecture and three laboratory hours. Prerequisite: ECE 2660"
17768,ECE,3660,101,Laboratory,"4","Steven Bowers","We 11:00AM - 1:30PM","Thornton Hall E225","Microelectronic Circuits","",Open,0,21,0,"Construction of electronic circuit design to specifications. Focuses on computer simulation, construction, and testing of designed circuits in the laboratory to verify predicted performance. Includes differential amplifiers, feedback amplifiers, multivibrators, and digital circuits. Three lecture and three laboratory hours. Prerequisite: ECE 2660"
19392,ECE,3750,001,Studio,"4","Daniel Weller,Harry Powell","TuTh 2:00PM - 4:45PM","Thornton Hall A120","ECE Fundamentals III","",Open,0,60,0,"Develops tools for analyzing signals and systems operating in continuous-time, with applications to control, communications, and signal processing. Primary concepts are representation of signals, linear time-invariant systems, Fourier analysis of signals, frequency response, and frequency-domain input/output analysis, the Laplace transform, and linear feedback principles. Practical examples are employed throughout, and regular usage of computer tools (Matlab, CC) is incorporated. Students cannot receive credit for both this course and BIOM 3310. Prerequisite: ECE 2660, APMA 2130"
17523,ECE,4209,100,Lecture,"3","Nicolas Barker","MoWe 10:00AM - 10:50AM","Thornton Hall E304","RF Circuit Design and Wireless Systems","",Open,0,28,0,"Design and analysis of wireless communication circuits. Topics covered include transmission lines, antennas, filters, amplifiers, mixers, noise, and modulation techniques. The course is built around a semester long design project. Prerequisite: ECE 3209,ECE 2660, ECE 3750"
17524,ECE,4209,101,Laboratory,"3","Nicolas Barker","Th 9:00AM - 11:00AM","Thornton Hall E225","RF Circuit Design and Wireless Systems","",Open,0,14,0,"Design and analysis of wireless communication circuits. Topics covered include transmission lines, antennas, filters, amplifiers, mixers, noise, and modulation techniques. The course is built around a semester long design project. Prerequisite: ECE 3209,ECE 2660, ECE 3750"
17525,ECE,4209,102,Laboratory,"3","Nicolas Barker","Fr 9:00AM - 11:00AM","Thornton Hall E225","RF Circuit Design and Wireless Systems","",Open,0,7,0,"Design and analysis of wireless communication circuits. Topics covered include transmission lines, antennas, filters, amplifiers, mixers, noise, and modulation techniques. The course is built around a semester long design project. Prerequisite: ECE 3209,ECE 2660, ECE 3750"
17880,ECE,4440,001,Lecture,"3","Harry Powell","MoWe 3:30PM - 4:45PM","Thornton Hall E303","Embedded System Design","",Open,0,60,0,"Modeling, analysis and design of embedded computer systems. Tradeoff analysis and constraint satisfaction facilitated by the use of appropriate analysis models. Includes a semester-long design of an embedded system to meet a specific need. Counts as MDE (major design experience) for both electrical and computer engineering students."
16836,ECE,4457,001,Lecture,"3","Malathi Veeraraghavan","TuTh 12:30PM - 1:45PM","Thornton Hall E303","Computer Networks","",Open,0,40,0,"A first course in communication networks for upper-level undergraduate students. Topics include the design of modern communication networks; point-to-point and broadcast network solutions; advanced issues such as Gigabit networks; ATM networks; and real-time communications. Cross-listed as CS 4457. Prerequisite:  CS 3330 or ECE 3430"
17635,ECE,4501,001,Lecture,"3","Scott Acton","TuTh 9:30AM - 10:45AM","Thornton Hall E304","Special Topics in Electrical and Computer Engineering","Digital Image Processing",Open,0,15,0,"A fourth-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests."
17903,ECE,4501,002,Lecture,"3","Andreas Beling","TuTh 3:30PM - 4:45PM","Mechanical Engr Bldg 345","Special Topics in Electrical and Computer Engineering","Optical Communication Devices",Open,0,10,0,"A fourth-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests."
17989,ECE,4641,001,Lecture,"3","Brian Helmke","MoWe 2:00PM - 3:15PM","Biomed Engr & Med Sci 1041","Bioelectricity","",Open,0,15,0,"Studies the biophysical mechanisms governing production and transmission of bioelectric signals, measurement of these signals and their analysis in basic and clinical electrophysiology. Introduces the principles of design and operation of therapeutic medical devises used in the cardiovascular and nervous systems. Includes membrane potential, action potentials, channels and synaptic transmission, electrodes, electrocardiography, pacemakers, defibrillators, and neural assist devices. Cross-listed as BIOM 4641. Prerequisite: ECE 2630, BIOM 2101, or instructor permission."
16834,ECE,4710,001,Lecture,"3","Stephen Wilson","MoWeFr 11:00AM - 11:50AM","Thornton Hall E304","Communications","",Open,0,16,0,"Explores the statistical methods of analyzing communications systems: random signals and noise, statistical communication theory, and digital communications. Analysis of baseband and carrier transmission techniques; and design examples in satellite communications. Prerequisite: APMA 3100, ECE 3750"
16974,ECE,4715,001,Laboratory,"1.5","Stephen Wilson","Mo 5:00PM - 8:00PM","Thornton Hall E225","Communication Systems Laboratory","",Open,0,12,0,"Provides first-hand exposure to communications practice, including response of systems, signal theory, modulation and detection, sampling and quantization, digital signal processing, and receiver design. Prerequisite: ECE 3760; corequisite: ECE 4710."
16831,ECE,4850,001,Lecture,"3","Gang Tao","TuTh 11:00AM - 12:15PM","Rice Hall 032","Linear Control Systems","",Open,0,50,0,"Explores the modeling of linear dynamic systems via differential equations and transfer functions utilizing state space representations and classical input-output representations; the analysis of systems in the time and frequency domains; study of closed-loop systems; state-space methods and the classical stability tests, such as the Routh-Hurwitz criterion, Nyquist criterion, root-locus plots and Bode plots. Studies compensation design through lead and lag networks, rate feedback, and linear state-variable feedback. Prerequisite: ECE 3750 or instructor permission."
17884,ECE,4850,002,Lecture,"3","Gang Tao","TuTh 11:00AM - 12:15PM","Web-Based Course","Linear Control Systems","",Open,0,5,0,"Explores the modeling of linear dynamic systems via differential equations and transfer functions utilizing state space representations and classical input-output representations; the analysis of systems in the time and frequency domains; study of closed-loop systems; state-space methods and the classical stability tests, such as the Routh-Hurwitz criterion, Nyquist criterion, root-locus plots and Bode plots. Studies compensation design through lead and lag networks, rate feedback, and linear state-variable feedback. Prerequisite: ECE 3750 or instructor permission."
16833,ECE,4855,001,Laboratory,"1.5","Gang Tao","Tu 6:00PM - 9:00PM","Thornton Hall C123","Control Laboratory","",Open,0,14,0,"A laboratory consisting of design, analysis, construction, and testing of electrical and electromechanical circuits and devices. Corequisite: ECE 4850."
16832,ECE,4855,002,Laboratory,"1.5","Gang Tao","We 3:30PM - 6:30PM","Thornton Hall C123","Control Laboratory","",Open,0,10,0,"A laboratory consisting of design, analysis, construction, and testing of electrical and electromechanical circuits and devices. Corequisite: ECE 4850."
17614,ECE,4991,001,Lecture,"3","Harry Powell","MoWe 3:30PM - 4:45PM","Thornton Hall E303","MDE-Capstone Design","",Open,0,30,0,"MDE - Capstone Design - this is a one semester course to satisfy the MDE requirement. Students perform a self directed design in teams of 3-5 individuals. The project includes design, fabrication, and test components, along with a final presentation. Prerequisite: Fourth-Year Standing"
16837,ECE,5241,001,Lecture,"3","Joe Campbell","TuTh 9:30AM - 10:45AM","Thornton Hall D222","Optics and Lasers","",Open,0,16,0,"Reviews the electromagnetic principles of optics; Maxwell's equations; reflection and transmission of electromagnetic fields at dielectric interfaces; Gaussian beams; interference and diffraction; laser theory with illustrations chosen from atomic, gas and semiconductor laser systems; detectors including photomultipliers and semiconductor-based detectors; and noise theory and noise sources in optical detection. Prerequisite: ECE 3103, 3209, 3750."
16979,ECE,5501,001,Lecture,"3","Mool Gupta","TuTh 5:00PM - 6:15PM","Rice Hall 032","Special Topics in Electrical and Computer Engineering","Photonics I",Open,0,14,0,"A first-level graduate/advanced undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests. Prerequisite: Instructor permission."
16840,ECE,6163,001,Lecture,"3","Avik Ghosh","MoWe 12:30PM - 1:45PM","TBA","Solid State Devices","",Open,0,20,0,"Introduces semiconductor device operation based on energy bands and carrier statistics. Describes operation of p-n junctions and metal-semiconductor junctions. Extends this knowledge to descriptions of bipolar and field effect transistors, and other microelectronic devices. Related courses: ECE 5150, 6155, and 6167. Prerequisite: ECE 3103 or equivalent, or solid state materials/physics course."
17378,ECE,6501,001,Lecture,"3","Mool Gupta","TuTh 5:00PM - 6:15PM","Rice Hall 032","Topics in Electrical and Computer Engineering","Photonics I",Open,0,14,0,"A first-level graduate course covering a topic not normally covered in the graduate course offerings. The topic will usually reflect new developments in the electrical and computer engineering field. Offering is based on student and faculty interests. Prerequisite: Instructor permission."
17904,ECE,6501,003,Lecture,"3","Andreas Beling","TuTh 3:30PM - 4:45PM","Mechanical Engr Bldg 345","Topics in Electrical and Computer Engineering","Optical Communication Devices",Open,0,20,0,"A first-level graduate course covering a topic not normally covered in the graduate course offerings. The topic will usually reflect new developments in the electrical and computer engineering field. Offering is based on student and faculty interests. Prerequisite: Instructor permission."
17664,ECE,6501,100,Lecture,"3","Nicolas Barker","MoWe 10:00AM - 10:50AM","Thornton Hall E304","Topics in Electrical and Computer Engineering","RF Circuit Dsgn & Wireless Sys",Open,0,14,0,"A first-level graduate course covering a topic not normally covered in the graduate course offerings. The topic will usually reflect new developments in the electrical and computer engineering field. Offering is based on student and faculty interests. Prerequisite: Instructor permission."
16929,ECE,6505,001,Seminar,"1","Stephen Wilson","Fr 2:00PM - 3:30PM","Thornton Hall E316","Electrical and Computer Engineering Seminar","",Open,0,94,0,"This one-hour weekly seminar course features presentations given by ECE faculty members, to introduce various research areas, topics, and advances in Electrical and Computer Engineering.  It is a one-credit course required for all first-year ECE graduate students. "
17565,ECE,6711,001,Lecture,"3","Toby Berger","TuTh 2:00PM - 3:15PM","Thornton Hall D222","Probability and Stochastic Processes","",Open,0,30,0,"Topics include probability spaces (samples spaces, event spaces, probability measures); random variables and vectors (distribution functions, expectation, generating functions); and random sequences and processes; especially specification and classification. Includes detailed discussion of second-order stationary processes and Markov processes; inequalities, convergence, laws of large numbers, central limit theorem, ergodic, theorems; and MS estimation, Linear MS estimation, and the Orthogonality Principle. Prerequisite: APMA 3100, MATH 3100, or equivalent."
17879,ECE,6713,001,Lecture,"3","Stephen Wilson","MoWeFr 11:00AM - 11:50AM","Thornton Hall E304","Communication Systems Engineering","",Open,0,20,0,"A first graduate course in principles of communications engineering. Topics include a brief review of random process theory, principles of optimum receiver design for discrete and continuous messages, matched filters and correlation receivers, signal design, error performance for various signal geometries, Mary signaling, linear and nonlinear analog modulation, and quantization. The course also treats aspects of system design such as propagation, link power calculations, noise models, RF components, and antennas. Prerequisite: Undergraduate course in probability."
17613,ECE,6782,001,Lecture,"3","Scott Acton","TuTh 9:30AM - 10:45AM","Thornton Hall E304","Digital Image Processing","",Open,0,33,0,"Analyzes the basic concepts of image formation and image analysis: imaging geometries, sampling, filtering, edge detection, Hough transforms, region extraction and representation, extracting and modeling three-dimension objects. Students will be assigned analytical and programming assignments to explore these concepts. Prerequisite: Graduate standing."
17458,ECE,6851,001,Lecture,"3","Gang Tao","TuTh 11:00AM - 12:15PM","Rice Hall 032","Linear Automatic Control Systems","",Open,0,10,0,"Provides a working knowledge of the analysis and design of linear automatic control systems using classical methods. Introduces state space techniques; dynamic models of mechanical, electrical, hydraulic and other systems; transfer functions; block diagrams; stability of linear systems, and Nyquist criterion; frequency response methods of feedback systems design and Bode diagram; Root locus method; System design to satisfy specifications; PID controllers; compensation using Bode plots and the root locus. Powerful software is used for system design. Cross-listed as MAE 6610. Prerequisite: ECE 3750 or instructor permission."
16838,ECE,6852,001,Lecture,"3","Zongli Lin","MoWe 2:00PM - 3:15PM","Thornton Hall E304","Linear State Space Control Systems","",Open,0,6,0,"Studies linear dynamical systems emphasizing canonical representation and decomposition, state representation, controllability, observability, stability normal systems, state feedbacks and the decoupling problem. Representative physical examples. Cross-listed as MAE 6620. Prerequisite: APMA 6150, ECE 6851, or instructor permission."
17819,ECE,6993,001,Independent Study,"1 - 3","Nathan Swami","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
18042,ECE,6995,001,Independent Study,"3 - 6","Gang Tao","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research under the guidance of a faculty advisor. A project report is required at the completion of each semester. May be repeated as necessary."
18102,ECE,6995,002,Independent Study,"3 - 6","Mircea Stan","TBA","TBA","Supervised Project Research","",Open,0,5,0,"Formal record of student commitment to project research under the guidance of a faculty advisor. A project report is required at the completion of each semester. May be repeated as necessary."
17812,ECE,6996,001,Independent Study,"3","Stephen Wilson","TBA","TBA","Supervised Graduate Teaching Experience","",Open,0,30,0,"A guided teaching experience for Ph.D. students, with selected teaching assignments and directed performance evaluation, under the supervision of a faculty member, as a part of Ph.D. training designed for students' development of independent teaching skills."
18011,ECE,7993,001,Independent Study,"3","Avik Ghosh","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
18045,ECE,7993,002,Independent Study,"3","Benton Calhoun","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
18077,ECE,7993,003,Independent Study,"3","Arthur Lichtenberger","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
19394,ECE,8825,001,Lecture,"3","Gang Tao","TuTh 3:30PM - 4:45PM","Thornton Hall D115","Adaptive Control","",Open,0,30,0,"Analyzes parametrized control system models, signal norms, Lyapunov stability, passivity, error models, gradient and least squares algorithms for parameter estimation, adaptive observers, direct adaptive control, indirect adaptive control, certainty equivalence principle, multivariable adaptive control, stability theory of adaptive control, and applications to robot control systems. Prerequisite: ECE 6851 and 6852, or instructor permission."
17818,ECE,8897,001,Independent Study,"1 - 12","Stephen Wilson","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students."
16841,ECE,8999,001,Independent Study,"1 - 12","Scott Acton","TBA","TBA","Thesis","",Open,0,100,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17013,ECE,8999,002,Independent Study,"1 - 12","Maite Brandt-Pearce","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17073,ECE,8999,003,Independent Study,"1 - 12","Gang Tao","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17075,ECE,8999,004,Independent Study,"1 - 12","Tatiana Globus","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17096,ECE,8999,005,Independent Study,"1 - 12","Travis Blalock","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17143,ECE,8999,006,Independent Study,"1 - 12","Benton Calhoun","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17168,ECE,8999,007,Independent Study,"1 - 12","John Lach","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17169,ECE,8999,008,Independent Study,"1 - 12","Robert Weikle","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17170,ECE,8999,009,Independent Study,"1 - 12","Mool Gupta","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17171,ECE,8999,010,Independent Study,"1 - 12","Arthur Lichtenberger","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17172,ECE,8999,011,Independent Study,"1 - 12","Nathan Swami","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17257,ECE,8999,012,Independent Study,"1 - 12","Joanne Dugan","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17258,ECE,8999,013,Independent Study,"1 - 12","Michael Gorman","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17259,ECE,8999,014,Independent Study,"1 - 12","Ronald Williams","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17260,ECE,8999,015,Independent Study,"1 - 12","Malathi Veeraraghavan","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17297,ECE,8999,016,Independent Study,"1 - 12","Phineas Marshall","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17301,ECE,8999,017,Independent Study,"1 - 12","Zongli Lin","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17314,ECE,8999,018,Independent Study,"1 - 12","Toby Berger","TBA","TBA","Thesis","",Open,0,20,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17405,ECE,8999,019,Independent Study,"1 - 12","Joe Campbell","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17486,ECE,8999,020,Independent Study,"1 - 12","Mircea Stan","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17513,ECE,8999,021,Independent Study,"1 - 12","John Bean","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17678,ECE,8999,022,Independent Study,"1 - 12","Lloyd Harriott","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17679,ECE,8999,023,Independent Study,"1 - 12","Stephen Wilson","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17830,ECE,8999,024,Independent Study,"1 - 12","Steven Bowers","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
17831,ECE,8999,025,Independent Study,"1 - 12","Daniel Weller","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to master's thesis research under the guidance of a faculty advisor. May be repeated as necessary."
16842,ECE,9999,001,Independent Study,"1 - 12","Scott Acton","TBA","TBA","Dissertation","",Open,0,100,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17017,ECE,9999,002,Independent Study,"1 - 12","Nicolas Barker","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17018,ECE,9999,003,Independent Study,"1 - 12","Joe Campbell","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17019,ECE,9999,004,Independent Study,"1 - 12","Stephen Wilson","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17056,ECE,9999,005,Independent Study,"1 - 12","Mool Gupta","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17074,ECE,9999,006,Independent Study,"1 - 12","Nathan Swami","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17077,ECE,9999,007,Independent Study,"1 - 12","Robert Weikle","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17078,ECE,9999,008,Independent Study,"1 - 12","Gang Tao","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17079,ECE,9999,009,Independent Study,"1 - 12","Maite Brandt-Pearce","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17093,ECE,9999,010,Independent Study,"1 - 12","Lloyd Harriott","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17094,ECE,9999,011,Independent Study,"1 - 12","Avik Ghosh","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17095,ECE,9999,012,Independent Study,"1 - 12","Travis Blalock","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17135,ECE,9999,013,Independent Study,"1 - 12","Arthur Lichtenberger","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17142,ECE,9999,014,Independent Study,"1 - 12","Benton Calhoun","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17157,ECE,9999,015,Independent Study,"1 - 12","John Bean","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17158,ECE,9999,016,Independent Study,"1 - 12","Toby Berger","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17159,ECE,9999,017,Independent Study,"1 - 12","Tatiana Globus","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17160,ECE,9999,018,Independent Study,"1 - 12","Phineas Marshall","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17161,ECE,9999,019,Independent Study,"1 - 12","John Lach","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17162,ECE,9999,020,Independent Study,"1 - 12","Mircea Stan","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17163,ECE,9999,021,Independent Study,"1 - 12","Gang Tao","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17164,ECE,9999,022,Independent Study,"1 - 12","Archie Holmes","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17166,ECE,9999,023,Independent Study,"1 - 12","Zongli Lin","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17167,ECE,9999,024,Independent Study,"1 - 12","Michael Reed","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17173,ECE,9999,025,Independent Study,"1 - 12","Malathi Veeraraghavan","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17174,ECE,9999,026,Independent Study,"1 - 12","Richard Bradley","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17261,ECE,9999,027,Independent Study,"1 - 12","Joanne Dugan","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17262,ECE,9999,028,Independent Study,"1 - 12","Michael Gorman","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17263,ECE,9999,029,Independent Study,"1 - 12","Ronald Williams","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17816,ECE,9999,030,Independent Study,"1 - 12","Andreas Beling","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17834,ECE,9999,31,Independent Study,"1 - 12","Daniel Weller","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
17934,ECE,9999,032,Independent Study,"1 - 12","Steven Bowers","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
18793,ECON,2010,001,Lecture,"3","Staff","TuTh 3:30PM - 4:45PM","Claude Moore Nursing Educ G120","Principles of Economics: Microeconomics","",Closed,0,0,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18794,ECON,2010,002,Lecture,"3","Staff","TuTh 2:00PM - 3:15PM","Claude Moore Nursing Educ G120","Principles of Economics: Microeconomics","",Wait List,0,0,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18796,ECON,2010,004,Lecture,"3","Staff","TuTh 9:30AM - 10:45AM","Physics Bldg 205","Principles of Economics: Microeconomics","",Wait List,0,0,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
